datetime,YYYYMMDD,HH,T,TD,T_260
2025-03-15 02:00:00+01:00,20250315,2,0.3,-3.1,0.3
2025-03-15 03:00:00+01:00,20250315,3,1.2,-2.3,1.2
2025-03-15 04:00:00+01:00,20250315,4,1.4,-1.9,1.4
2025-03-15 05:00:00+01:00,20250315,5,1.3,-2.5,1.3
2025-03-15 06:00:00+01:00,20250315,6,1.2,-4.1,1.2
2025-03-15 07:00:00+01:00,20250315,7,1.3,-3.7,1.3
2025-03-15 08:00:00+01:00,20250315,8,1.8,-2.5,1.8
2025-03-15 09:00:00+01:00,20250315,9,4.1,-1.5,4.1
2025-03-15 10:00:00+01:00,20250315,10,5.2,-1.0,5.2
2025-03-15 11:00:00+01:00,20250315,11,6.7,0.0,6.7
2025-03-15 12:00:00+01:00,20250315,12,6.5,-0.5,6.5
2025-03-15 13:00:00+01:00,20250315,13,6.6,-1.5,6.6
2025-03-15 14:00:00+01:00,20250315,14,7.1,-1.7,7.1
2025-03-15 15:00:00+01:00,20250315,15,6.8,-2.3,6.8
2025-03-15 16:00:00+01:00,20250315,16,6.6,-2.6,6.6
2025-03-15 17:00:00+01:00,20250315,17,6.4,-2.1,6.4
2025-03-15 18:00:00+01:00,20250315,18,5.5,-2.2,5.5
2025-03-15 19:00:00+01:00,20250315,19,4.8,-1.4,4.8
2025-03-15 20:00:00+01:00,20250315,20,3.7,-1.2,3.7
2025-03-15 21:00:00+01:00,20250315,21,2.5,-1.2,2.5
2025-03-15 22:00:00+01:00,20250315,22,1.5,-1.5,1.5
2025-03-15 23:00:00+01:00,20250315,23,0.8,-1.9,0.8
2025-03-16 00:00:00+01:00,20250315,24,0.6,-1.9,0.6
2025-03-16 01:00:00+01:00,20250316,1,0.5,-1.9,0.5
2025-03-16 02:00:00+01:00,20250316,2,0.2,-2.0,0.2
2025-03-16 03:00:00+01:00,20250316,3,-0.1,-2.0,-0.1
2025-03-16 04:00:00+01:00,20250316,4,-1.2,-2.5,-1.2
2025-03-16 05:00:00+01:00,20250316,5,-1.1,-2.4,-1.1
2025-03-16 06:00:00+01:00,20250316,6,-0.5,-1.8,-0.5
2025-03-16 07:00:00+01:00,20250316,7,1.0,-1.1,1.0
2025-03-16 08:00:00+01:00,20250316,8,3.2,-0.3,3.2
2025-03-16 09:00:00+01:00,20250316,9,5.0,-0.3,5.0
2025-03-16 10:00:00+01:00,20250316,10,6.4,-0.8,6.4
2025-03-16 11:00:00+01:00,20250316,11,7.2,-1.5,7.2
2025-03-16 12:00:00+01:00,20250316,12,7.9,-5.1,7.9
2025-03-16 13:00:00+01:00,20250316,13,8.7,-3.2,8.7
2025-03-16 14:00:00+01:00,20250316,14,9.1,-3.6,9.1
2025-03-16 15:00:00+01:00,20250316,15,8.6,-1.2,8.6
2025-03-16 16:00:00+01:00,20250316,16,7.7,-0.9,7.7
2025-03-16 17:00:00+01:00,20250316,17,6.8,-1.0,6.8
2025-03-16 18:00:00+01:00,20250316,18,6.6,0.4,6.6
2025-03-16 19:00:00+01:00,20250316,19,6.4,1.5,6.4
2025-03-16 20:00:00+01:00,20250316,20,6.3,2.5,6.3
2025-03-16 21:00:00+01:00,20250316,21,5.9,3.3,5.9
2025-03-16 22:00:00+01:00,20250316,22,5.7,3.8,5.7
2025-03-16 23:00:00+01:00,20250316,23,5.8,4.1,5.8
2025-03-17 00:00:00+01:00,20250316,24,6.0,2.4,6.0
2025-03-17 01:00:00+01:00,20250317,1,5.6,1.4,5.6
2025-03-17 02:00:00+01:00,20250317,2,5.2,0.5,5.2
2025-03-17 03:00:00+01:00,20250317,3,4.6,-0.2,4.6
2025-03-17 04:00:00+01:00,20250317,4,4.7,0.1,4.7
2025-03-17 05:00:00+01:00,20250317,5,4.7,1.3,4.7
2025-03-17 06:00:00+01:00,20250317,6,4.5,1.7,4.5
2025-03-17 07:00:00+01:00,20250317,7,4.3,1.4,4.3
2025-03-17 08:00:00+01:00,20250317,8,5.0,1.1,5.0
2025-03-17 09:00:00+01:00,20250317,9,6.4,1.3,6.4
2025-03-17 10:00:00+01:00,20250317,10,7.4,0.7,7.4
2025-03-17 11:00:00+01:00,20250317,11,8.7,-0.7,8.7
2025-03-17 12:00:00+01:00,20250317,12,9.2,-1.7,9.2
2025-03-17 13:00:00+01:00,20250317,13,9.6,-2.6,9.6
2025-03-17 14:00:00+01:00,20250317,14,9.8,-2.9,9.8
2025-03-17 15:00:00+01:00,20250317,15,9.5,-4.4,9.5
2025-03-17 16:00:00+01:00,20250317,16,9.0,-4.9,9.0
2025-03-17 17:00:00+01:00,20250317,17,8.1,-5.0,8.1
2025-03-17 18:00:00+01:00,20250317,18,6.6,-4.7,6.6
2025-03-17 19:00:00+01:00,20250317,19,4.7,-5.0,4.7
2025-03-17 20:00:00+01:00,20250317,20,3.9,-5.7,3.9
2025-03-17 21:00:00+01:00,20250317,21,3.4,-6.4,3.4
2025-03-17 22:00:00+01:00,20250317,22,3.3,-7.2,3.3
2025-03-17 23:00:00+01:00,20250317,23,2.5,-7.3,2.5
2025-03-18 00:00:00+01:00,20250317,24,1.6,-7.4,1.6
2025-03-18 01:00:00+01:00,20250318,1,0.5,-7.3,0.5
2025-03-18 02:00:00+01:00,20250318,2,0.0,-7.5,0.0
2025-03-18 03:00:00+01:00,20250318,3,-0.5,-7.6,-0.5
2025-03-18 04:00:00+01:00,20250318,4,-1.2,-7.3,-1.2
2025-03-18 05:00:00+01:00,20250318,5,-1.4,-7.5,-1.4
2025-03-18 06:00:00+01:00,20250318,6,-0.6,-7.3,-0.6
2025-03-18 07:00:00+01:00,20250318,7,1.1,-7.1,1.1
2025-03-18 08:00:00+01:00,20250318,8,3.8,-7.2,3.8
2025-03-18 09:00:00+01:00,20250318,9,5.9,-6.8,5.9
2025-03-18 10:00:00+01:00,20250318,10,7.0,-8.1,7.0
2025-03-18 11:00:00+01:00,20250318,11,8.3,-8.3,8.3
2025-03-18 12:00:00+01:00,20250318,12,9.7,-8.2,9.7
2025-03-18 13:00:00+01:00,20250318,13,10.4,-9.7,10.4
2025-03-18 14:00:00+01:00,20250318,14,11.0,-8.8,11.0
2025-03-18 15:00:00+01:00,20250318,15,11.2,-10.2,11.2
2025-03-18 16:00:00+01:00,20250318,16,10.9,-9.0,10.9
2025-03-18 17:00:00+01:00,20250318,17,10.0,-7.4,10.0
2025-03-18 18:00:00+01:00,20250318,18,8.4,-7.5,8.4
2025-03-18 19:00:00+01:00,20250318,19,7.1,-7.3,7.1
2025-03-18 20:00:00+01:00,20250318,20,5.9,-7.3,5.9
2025-03-18 21:00:00+01:00,20250318,21,4.2,-7.2,4.2
2025-03-18 22:00:00+01:00,20250318,22,2.8,-7.0,2.8
2025-03-18 23:00:00+01:00,20250318,23,2.5,-7.0,2.5
2025-03-19 00:00:00+01:00,20250318,24,1.2,-7.3,1.2
2025-03-19 01:00:00+01:00,20250319,1,-1.5,-5.6,-1.5
2025-03-19 02:00:00+01:00,20250319,2,-2.7,-5.2,-2.7
2025-03-19 03:00:00+01:00,20250319,3,-2.4,-5.4,-2.4
2025-03-19 04:00:00+01:00,20250319,4,-2.8,-6.0,-2.8
2025-03-19 05:00:00+01:00,20250319,5,0.1,-7.1,0.1
2025-03-19 06:00:00+01:00,20250319,6,0.2,-6.9,0.2
2025-03-19 07:00:00+01:00,20250319,7,3.1,-6.3,3.1
2025-03-19 08:00:00+01:00,20250319,8,6.1,-5.1,6.1
2025-03-19 09:00:00+01:00,20250319,9,8.3,-4.6,8.3
2025-03-19 10:00:00+01:00,20250319,10,10.9,-3.3,10.9
2025-03-19 11:00:00+01:00,20250319,11,11.1,-3.3,11.1
2025-03-19 12:00:00+01:00,20250319,12,13.9,-0.7,13.9
2025-03-19 13:00:00+01:00,20250319,13,14.1,0.3,14.1
2025-03-19 14:00:00+01:00,20250319,14,14.1,0.3,14.1
2025-03-19 15:00:00+01:00,20250319,15,17.3,2.8,17.3
2025-03-19 16:00:00+01:00,20250319,16,17.0,3.0,17.0
2025-03-19 17:00:00+01:00,20250319,17,16.4,2.7,16.4
2025-03-19 18:00:00+01:00,20250319,18,11.8,2.9,11.8
2025-03-19 19:00:00+01:00,20250319,19,8.2,3.1,8.2
2025-03-19 20:00:00+01:00,20250319,20,5.8,3.0,5.8
2025-03-19 21:00:00+01:00,20250319,21,5.0,2.5,5.0
2025-03-19 22:00:00+01:00,20250319,22,4.3,2.1,4.3
2025-03-19 23:00:00+01:00,20250319,23,3.5,1.9,3.5
2025-03-20 00:00:00+01:00,20250319,24,2.9,1.1,2.9
2025-03-20 01:00:00+01:00,20250320,1,2.8,1.4,2.8
2025-03-20 02:00:00+01:00,20250320,2,2.5,1.1,2.5
2025-03-20 03:00:00+01:00,20250320,3,2.2,0.9,2.2
2025-03-20 04:00:00+01:00,20250320,4,2.8,1.1,2.8
2025-03-20 05:00:00+01:00,20250320,5,4.5,1.0,4.5
2025-03-20 06:00:00+01:00,20250320,6,2.8,0.8,2.8
2025-03-20 07:00:00+01:00,20250320,7,6.8,1.8,6.8
2025-03-20 08:00:00+01:00,20250320,8,8.9,2.4,8.9
2025-03-20 09:00:00+01:00,20250320,9,11.2,3.8,11.2
2025-03-20 10:00:00+01:00,20250320,10,14.5,4.4,14.5
2025-03-20 11:00:00+01:00,20250320,11,16.6,4.3,16.6
2025-03-20 12:00:00+01:00,20250320,12,17.3,3.8,17.3
2025-03-20 13:00:00+01:00,20250320,13,18.0,3.6,18.0
2025-03-20 14:00:00+01:00,20250320,14,17.9,2.7,17.9
2025-03-20 15:00:00+01:00,20250320,15,18.2,3.5,18.2
2025-03-20 16:00:00+01:00,20250320,16,17.9,3.1,17.9
2025-03-20 17:00:00+01:00,20250320,17,17.2,3.8,17.2
2025-03-20 18:00:00+01:00,20250320,18,13.3,4.3,13.3
2025-03-20 19:00:00+01:00,20250320,19,13.0,3.9,13.0
2025-03-20 20:00:00+01:00,20250320,20,11.6,4.0,11.6
2025-03-20 21:00:00+01:00,20250320,21,8.7,3.5,8.7
2025-03-20 22:00:00+01:00,20250320,22,7.3,3.3,7.3
2025-03-20 23:00:00+01:00,20250320,23,7.5,3.6,7.5
2025-03-21 00:00:00+01:00,20250320,24,7.2,3.7,7.2
2025-03-21 01:00:00+01:00,20250321,1,6.8,3.5,6.8
2025-03-21 02:00:00+01:00,20250321,2,6.2,3.3,6.2
2025-03-21 03:00:00+01:00,20250321,3,5.5,3.1,5.5
2025-03-21 04:00:00+01:00,20250321,4,6.0,2.7,6.0
2025-03-21 05:00:00+01:00,20250321,5,6.7,3.1,6.7
2025-03-21 06:00:00+01:00,20250321,6,8.1,3.1,8.1
2025-03-21 07:00:00+01:00,20250321,7,9.1,3.8,9.1
2025-03-21 08:00:00+01:00,20250321,8,12.4,4.9,12.4
2025-03-21 09:00:00+01:00,20250321,9,14.7,5.6,14.7
2025-03-21 10:00:00+01:00,20250321,10,17.2,5.8,17.2
2025-03-21 11:00:00+01:00,20250321,11,19.3,5.9,19.3
2025-03-21 12:00:00+01:00,20250321,12,20.0,5.4,20.0
2025-03-21 13:00:00+01:00,20250321,13,21.1,5.7,21.1
2025-03-21 14:00:00+01:00,20250321,14,21.6,5.8,21.6
2025-03-21 15:00:00+01:00,20250321,15,21.7,4.8,21.7
2025-03-21 16:00:00+01:00,20250321,16,21.4,4.6,21.4
2025-03-21 17:00:00+01:00,20250321,17,20.6,4.6,20.6
2025-03-21 18:00:00+01:00,20250321,18,19.1,4.8,19.1
2025-03-21 19:00:00+01:00,20250321,19,18.0,4.7,18.0
2025-03-21 20:00:00+01:00,20250321,20,18.5,3.2,18.5
2025-03-21 21:00:00+01:00,20250321,21,16.6,4.5,16.6
2025-03-21 22:00:00+01:00,20250321,22,16.9,4.0,16.9
2025-03-21 23:00:00+01:00,20250321,23,16.8,3.5,16.8
2025-03-22 00:00:00+01:00,20250321,24,15.6,4.1,15.6
2025-03-22 01:00:00+01:00,20250322,1,15.3,4.3,15.3
2025-03-22 02:00:00+01:00,20250322,2,14.4,5.0,14.4
2025-03-22 03:00:00+01:00,20250322,3,14.0,4.8,14.0
2025-03-22 04:00:00+01:00,20250322,4,13.6,4.9,13.6
2025-03-22 05:00:00+01:00,20250322,5,11.2,5.9,11.2
2025-03-22 06:00:00+01:00,20250322,6,12.0,4.8,12.0
2025-03-22 07:00:00+01:00,20250322,7,12.5,4.5,12.5
2025-03-22 08:00:00+01:00,20250322,8,14.3,4.8,14.3
2025-03-22 09:00:00+01:00,20250322,9,16.8,4.8,16.8
2025-03-22 10:00:00+01:00,20250322,10,16.8,4.8,16.8
2025-03-22 11:00:00+01:00,20250322,11,17.4,5.3,17.4
2025-03-22 12:00:00+01:00,20250322,12,17.3,5.2,17.3
2025-03-22 13:00:00+01:00,20250322,13,18.2,6.1,18.2
2025-03-22 14:00:00+01:00,20250322,14,17.4,5.0,17.4
2025-03-22 15:00:00+01:00,20250322,15,17.1,5.1,17.1
2025-03-22 16:00:00+01:00,20250322,16,17.2,5.1,17.2
2025-03-22 17:00:00+01:00,20250322,17,16.9,4.7,16.9
2025-03-22 18:00:00+01:00,20250322,18,15.1,5.0,15.1
2025-03-22 19:00:00+01:00,20250322,19,14.1,5.9,14.1
2025-03-22 20:00:00+01:00,20250322,20,14.9,5.2,14.9
2025-03-22 21:00:00+01:00,20250322,21,14.3,6.8,14.3
2025-03-22 22:00:00+01:00,20250322,22,12.4,6.8,12.4
2025-03-22 23:00:00+01:00,20250322,23,12.3,7.0,12.3
2025-03-23 00:00:00+01:00,20250322,24,12.5,5.3,12.5
2025-03-23 01:00:00+01:00,20250323,1,11.5,4.4,11.5
2025-03-23 02:00:00+01:00,20250323,2,10.2,4.7,10.2
2025-03-23 03:00:00+01:00,20250323,3,9.9,5.0,9.9
2025-03-23 04:00:00+01:00,20250323,4,11.1,6.9,11.1
2025-03-23 05:00:00+01:00,20250323,5,11.8,7.8,11.8
2025-03-23 06:00:00+01:00,20250323,6,11.5,8.2,11.5
2025-03-23 07:00:00+01:00,20250323,7,11.0,9.5,11.0
2025-03-23 08:00:00+01:00,20250323,8,12.4,9.5,12.4
2025-03-23 09:00:00+01:00,20250323,9,13.8,10.4,13.8
2025-03-23 10:00:00+01:00,20250323,10,14.3,10.5,14.3
2025-03-23 11:00:00+01:00,20250323,11,14.7,9.7,14.7
2025-03-23 12:00:00+01:00,20250323,12,15.1,9.2,15.1
2025-03-23 13:00:00+01:00,20250323,13,16.4,9.9,16.4
2025-03-23 14:00:00+01:00,20250323,14,16.2,8.6,16.2
2025-03-23 15:00:00+01:00,20250323,15,17.0,8.1,17.0
2025-03-23 16:00:00+01:00,20250323,16,16.4,8.0,16.4
2025-03-23 17:00:00+01:00,20250323,17,15.9,8.1,15.9
2025-03-23 18:00:00+01:00,20250323,18,15.5,7.8,15.5
2025-03-23 19:00:00+01:00,20250323,19,14.0,8.3,14.0
2025-03-23 20:00:00+01:00,20250323,20,12.5,8.5,12.5
2025-03-23 21:00:00+01:00,20250323,21,12.6,9.5,12.6
2025-03-23 22:00:00+01:00,20250323,22,12.1,8.8,12.1
2025-03-23 23:00:00+01:00,20250323,23,11.7,8.4,11.7
2025-03-24 00:00:00+01:00,20250323,24,11.3,9.0,11.3
2025-03-24 01:00:00+01:00,20250324,1,8.6,7.6,8.6
2025-03-24 02:00:00+01:00,20250324,2,9.6,8.6,9.6
2025-03-24 03:00:00+01:00,20250324,3,6.9,6.7,6.9
2025-03-24 04:00:00+01:00,20250324,4,6.5,6.3,6.5
2025-03-24 05:00:00+01:00,20250324,5,6.5,6.3,6.5
2025-03-24 06:00:00+01:00,20250324,6,6.2,6.0,6.2
2025-03-24 07:00:00+01:00,20250324,7,9.1,8.5,9.1
2025-03-24 08:00:00+01:00,20250324,8,10.0,8.2,10.0
2025-03-24 09:00:00+01:00,20250324,9,11.0,8.4,11.0
2025-03-24 10:00:00+01:00,20250324,10,11.3,8.4,11.3
2025-03-24 11:00:00+01:00,20250324,11,12.8,8.3,12.8
2025-03-24 12:00:00+01:00,20250324,12,13.9,8.5,13.9
2025-03-24 13:00:00+01:00,20250324,13,14.3,8.3,14.3
2025-03-24 14:00:00+01:00,20250324,14,14.4,7.6,14.4
2025-03-24 15:00:00+01:00,20250324,15,14.3,6.9,14.3
2025-03-24 16:00:00+01:00,20250324,16,12.7,7.3,12.7
2025-03-24 17:00:00+01:00,20250324,17,10.2,6.2,10.2
2025-03-24 18:00:00+01:00,20250324,18,8.1,5.4,8.1
2025-03-24 19:00:00+01:00,20250324,19,7.4,4.9,7.4
2025-03-24 20:00:00+01:00,20250324,20,6.9,4.3,6.9
2025-03-24 21:00:00+01:00,20250324,21,6.2,3.8,6.2
2025-03-24 22:00:00+01:00,20250324,22,6.1,3.7,6.1
2025-03-24 23:00:00+01:00,20250324,23,5.8,3.1,5.8
2025-03-25 00:00:00+01:00,20250324,24,5.6,3.1,5.6
2025-03-25 01:00:00+01:00,20250325,1,5.8,3.1,5.8
2025-03-25 02:00:00+01:00,20250325,2,6.2,3.4,6.2
2025-03-25 03:00:00+01:00,20250325,3,6.4,3.4,6.4
2025-03-25 04:00:00+01:00,20250325,4,6.5,3.3,6.5
2025-03-25 05:00:00+01:00,20250325,5,6.3,3.6,6.3
2025-03-25 06:00:00+01:00,20250325,6,6.5,3.8,6.5
2025-03-25 07:00:00+01:00,20250325,7,6.8,4.4,6.8
2025-03-25 08:00:00+01:00,20250325,8,7.1,4.4,7.1
2025-03-25 09:00:00+01:00,20250325,9,7.6,4.5,7.6
2025-03-25 10:00:00+01:00,20250325,10,8.3,5.1,8.3
2025-03-25 11:00:00+01:00,20250325,11,8.9,5.4,8.9
2025-03-25 12:00:00+01:00,20250325,12,10.2,5.7,10.2
2025-03-25 13:00:00+01:00,20250325,13,12.0,5.9,12.0
2025-03-25 14:00:00+01:00,20250325,14,12.4,5.0,12.4
2025-03-25 15:00:00+01:00,20250325,15,11.7,4.5,11.7
2025-03-25 16:00:00+01:00,20250325,16,9.3,5.5,9.3
2025-03-25 17:00:00+01:00,20250325,17,8.9,5.9,8.9
2025-03-25 18:00:00+01:00,20250325,18,9.2,5.6,9.2
2025-03-25 19:00:00+01:00,20250325,19,8.9,6.1,8.9
2025-03-25 20:00:00+01:00,20250325,20,8.7,6.7,8.7
2025-03-25 21:00:00+01:00,20250325,21,8.8,6.8,8.8
2025-03-25 22:00:00+01:00,20250325,22,8.9,7.4,8.9
2025-03-25 23:00:00+01:00,20250325,23,8.4,7.5,8.4
2025-03-26 00:00:00+01:00,20250325,24,7.7,6.7,7.7
2025-03-26 01:00:00+01:00,20250326,1,7.2,6.2,7.2
2025-03-26 02:00:00+01:00,20250326,2,7.0,5.9,7.0
2025-03-26 03:00:00+01:00,20250326,3,7.2,5.9,7.2
2025-03-26 04:00:00+01:00,20250326,4,7.3,6.2,7.3
2025-03-26 05:00:00+01:00,20250326,5,7.2,6.1,7.2
2025-03-26 06:00:00+01:00,20250326,6,7.5,5.9,7.5
2025-03-26 07:00:00+01:00,20250326,7,7.9,5.9,7.9
2025-03-26 08:00:00+01:00,20250326,8,8.4,6.2,8.4
2025-03-26 09:00:00+01:00,20250326,9,9.1,6.0,9.1
2025-03-26 10:00:00+01:00,20250326,10,9.0,4.2,9.0
2025-03-26 11:00:00+01:00,20250326,11,10.2,4.8,10.2
2025-03-26 12:00:00+01:00,20250326,12,11.0,4.7,11.0
2025-03-26 13:00:00+01:00,20250326,13,11.4,4.3,11.4
2025-03-26 14:00:00+01:00,20250326,14,11.5,3.9,11.5
2025-03-26 15:00:00+01:00,20250326,15,12.4,4.3,12.4
2025-03-26 16:00:00+01:00,20250326,16,10.9,4.4,10.9
2025-03-26 17:00:00+01:00,20250326,17,10.6,4.5,10.6
2025-03-26 18:00:00+01:00,20250326,18,9.8,5.2,9.8
2025-03-26 19:00:00+01:00,20250326,19,9.2,5.0,9.2
2025-03-26 20:00:00+01:00,20250326,20,5.7,3.8,5.7
2025-03-26 21:00:00+01:00,20250326,21,3.5,2.9,3.5
2025-03-26 22:00:00+01:00,20250326,22,2.7,2.5,2.7
2025-03-26 23:00:00+01:00,20250326,23,1.8,1.4,1.8
2025-03-27 00:00:00+01:00,20250326,24,0.9,0.8,0.9
2025-03-27 01:00:00+01:00,20250327,1,0.3,0.2,0.3
2025-03-27 02:00:00+01:00,20250327,2,-0.4,-0.5,-0.4
2025-03-27 03:00:00+01:00,20250327,3,-0.8,-0.8,-0.8
2025-03-27 04:00:00+01:00,20250327,4,-1.0,-1.2,-1.0
2025-03-27 05:00:00+01:00,20250327,5,-0.5,-0.9,-0.5
2025-03-27 06:00:00+01:00,20250327,6,-0.3,-0.5,-0.3
2025-03-27 07:00:00+01:00,20250327,7,2.3,2.0,2.3
2025-03-27 08:00:00+01:00,20250327,8,6.1,4.2,6.1
2025-03-27 09:00:00+01:00,20250327,9,10.1,5.0,10.1
2025-03-27 10:00:00+01:00,20250327,10,11.4,5.0,11.4
2025-03-27 11:00:00+01:00,20250327,11,12.3,4.8,12.3
2025-03-27 12:00:00+01:00,20250327,12,13.3,4.4,13.3
2025-03-27 13:00:00+01:00,20250327,13,14.8,4.4,14.8
2025-03-27 14:00:00+01:00,20250327,14,15.2,3.0,15.2
2025-03-27 15:00:00+01:00,20250327,15,15.6,3.3,15.6
2025-03-27 16:00:00+01:00,20250327,16,15.6,4.0,15.6
2025-03-27 17:00:00+01:00,20250327,17,14.8,3.6,14.8
2025-03-27 18:00:00+01:00,20250327,18,12.4,4.0,12.4
2025-03-27 19:00:00+01:00,20250327,19,7.7,4.4,7.7
2025-03-27 20:00:00+01:00,20250327,20,6.3,3.7,6.3
2025-03-27 21:00:00+01:00,20250327,21,4.6,3.8,4.6
2025-03-27 22:00:00+01:00,20250327,22,3.6,2.9,3.6
2025-03-27 23:00:00+01:00,20250327,23,2.9,2.7,2.9
2025-03-28 00:00:00+01:00,20250327,24,1.9,1.8,1.9
2025-03-28 01:00:00+01:00,20250328,1,1.9,1.7,1.9
2025-03-28 02:00:00+01:00,20250328,2,1.2,0.9,1.2
2025-03-28 03:00:00+01:00,20250328,3,1.1,0.9,1.1
2025-03-28 04:00:00+01:00,20250328,4,1.0,0.7,1.0
2025-03-28 05:00:00+01:00,20250328,5,1.1,1.1,1.1
2025-03-28 06:00:00+01:00,20250328,6,1.5,1.2,1.5
2025-03-28 07:00:00+01:00,20250328,7,4.7,4.1,4.7
2025-03-28 08:00:00+01:00,20250328,8,6.4,6.3,6.4
2025-03-28 09:00:00+01:00,20250328,9,8.1,5.7,8.1
2025-03-28 10:00:00+01:00,20250328,10,8.7,5.2,8.7
2025-03-28 11:00:00+01:00,20250328,11,9.7,5.3,9.7
2025-03-28 12:00:00+01:00,20250328,12,11.3,5.0,11.3
2025-03-28 13:00:00+01:00,20250328,13,11.9,5.5,11.9
2025-03-28 14:00:00+01:00,20250328,14,11.2,6.3,11.2
2025-03-28 15:00:00+01:00,20250328,15,11.1,7.3,11.1
2025-03-28 16:00:00+01:00,20250328,16,10.9,7.7,10.9
2025-03-28 17:00:00+01:00,20250328,17,10.0,9.2,10.0
2025-03-28 18:00:00+01:00,20250328,18,9.0,8.1,9.0
2025-03-28 19:00:00+01:00,20250328,19,8.7,7.5,8.7
2025-03-28 20:00:00+01:00,20250328,20,8.1,6.1,8.1
2025-03-28 21:00:00+01:00,20250328,21,8.1,5.9,8.1
2025-03-28 22:00:00+01:00,20250328,22,7.6,6.4,7.6
2025-03-28 23:00:00+01:00,20250328,23,7.3,6.0,7.3
2025-03-29 00:00:00+01:00,20250328,24,6.2,5.5,6.2
2025-03-29 01:00:00+01:00,20250329,1,5.0,4.6,5.0
2025-03-29 02:00:00+01:00,20250329,2,4.7,4.2,4.7
2025-03-29 03:00:00+01:00,20250329,3,4.5,3.7,4.5
2025-03-29 04:00:00+01:00,20250329,4,3.6,3.1,3.6
2025-03-29 05:00:00+01:00,20250329,5,4.0,3.2,4.0
2025-03-29 06:00:00+01:00,20250329,6,2.8,2.6,2.8
2025-03-29 07:00:00+01:00,20250329,7,6.7,5.1,6.7
2025-03-29 08:00:00+01:00,20250329,8,8.6,5.5,8.6
2025-03-29 09:00:00+01:00,20250329,9,9.6,4.9,9.6
2025-03-29 10:00:00+01:00,20250329,10,10.4,4.2,10.4
2025-03-29 11:00:00+01:00,20250329,11,10.7,3.6,10.7
2025-03-29 12:00:00+01:00,20250329,12,11.0,4.2,11.0
2025-03-29 13:00:00+01:00,20250329,13,11.7,3.9,11.7
2025-03-29 14:00:00+01:00,20250329,14,11.5,3.6,11.5
2025-03-29 15:00:00+01:00,20250329,15,11.1,3.0,11.1
2025-03-29 16:00:00+01:00,20250329,16,11.2,3.6,11.2
2025-03-29 17:00:00+01:00,20250329,17,10.0,3.3,10.0
2025-03-29 18:00:00+01:00,20250329,18,8.6,3.4,8.6
2025-03-29 19:00:00+01:00,20250329,19,7.2,3.0,7.2
2025-03-29 20:00:00+01:00,20250329,20,6.9,2.9,6.9
2025-03-29 21:00:00+01:00,20250329,21,7.2,2.6,7.2
2025-03-29 22:00:00+01:00,20250329,22,7.0,2.4,7.0
2025-03-29 23:00:00+01:00,20250329,23,7.4,2.0,7.4
2025-03-30 00:00:00+01:00,20250329,24,7.9,1.7,7.9
2025-03-30 01:00:00+01:00,20250330,1,8.0,2.6,8.0
2025-03-30 03:00:00+02:00,20250330,2,7.3,4.8,7.3
2025-03-30 04:00:00+02:00,20250330,3,7.1,6.2,7.1
2025-03-30 05:00:00+02:00,20250330,4,8.1,7.4,8.1
2025-03-30 06:00:00+02:00,20250330,5,9.3,7.9,9.3
2025-03-30 07:00:00+02:00,20250330,6,9.7,8.0,9.7
2025-03-30 08:00:00+02:00,20250330,7,10.1,8.0,10.1
2025-03-30 09:00:00+02:00,20250330,8,10.7,6.4,10.7
2025-03-30 10:00:00+02:00,20250330,9,11.6,5.3,11.6
2025-03-30 11:00:00+02:00,20250330,10,12.1,4.8,12.1
2025-03-30 12:00:00+02:00,20250330,11,11.9,4.6,11.9
2025-03-30 13:00:00+02:00,20250330,12,11.9,4.3,11.9
2025-03-30 14:00:00+02:00,20250330,13,12.4,4.4,12.4
2025-03-30 15:00:00+02:00,20250330,14,12.1,4.4,12.1
2025-03-30 16:00:00+02:00,20250330,15,12.1,3.9,12.1
2025-03-30 17:00:00+02:00,20250330,16,11.2,4.3,11.2
2025-03-30 18:00:00+02:00,20250330,17,10.6,4.2,10.6
2025-03-30 19:00:00+02:00,20250330,18,10.3,3.8,10.3
2025-03-30 20:00:00+02:00,20250330,19,10.0,4.2,10.0
2025-03-30 21:00:00+02:00,20250330,20,9.6,4.6,9.6
2025-03-30 22:00:00+02:00,20250330,21,8.9,3.5,8.9
2025-03-30 23:00:00+02:00,20250330,22,8.3,3.4,8.3
2025-03-31 00:00:00+02:00,20250330,23,7.9,3.5,7.9
2025-03-31 01:00:00+02:00,20250330,24,7.6,4.3,7.6
2025-03-31 02:00:00+02:00,20250331,1,7.3,4.6,7.3
2025-03-31 03:00:00+02:00,20250331,2,7.2,4.2,7.2
2025-03-31 04:00:00+02:00,20250331,3,7.1,4.1,7.1
2025-03-31 05:00:00+02:00,20250331,4,7.2,4.1,7.2
2025-03-31 06:00:00+02:00,20250331,5,7.3,3.8,7.3
2025-03-31 07:00:00+02:00,20250331,6,7.2,3.6,7.2
2025-03-31 08:00:00+02:00,20250331,7,8.0,3.5,8.0
2025-03-31 09:00:00+02:00,20250331,8,8.5,3.5,8.5
2025-03-31 10:00:00+02:00,20250331,9,9.8,3.6,9.8
2025-03-31 11:00:00+02:00,20250331,10,10.7,3.0,10.7
2025-03-31 12:00:00+02:00,20250331,11,10.3,1.9,10.3
2025-03-31 13:00:00+02:00,20250331,12,12.0,2.8,12.0
