datetime,YYYYMMDD,HH,T,TD,T_260
2024-08-15 14:00:00+02:00,20240815,13,23.9,17.2,23.9
2024-08-15 15:00:00+02:00,20240815,14,23.9,16.5,23.9
2024-08-15 16:00:00+02:00,20240815,15,24.7,15.7,24.7
2024-08-15 17:00:00+02:00,20240815,16,25.3,16.0,25.3
2024-08-15 18:00:00+02:00,20240815,17,24.5,15.1,24.5
2024-08-15 19:00:00+02:00,20240815,18,24.1,14.8,24.1
2024-08-15 20:00:00+02:00,20240815,19,22.2,16.3,22.2
2024-08-15 21:00:00+02:00,20240815,20,20.5,14.9,20.5
2024-08-15 22:00:00+02:00,20240815,21,19.6,14.4,19.6
2024-08-15 23:00:00+02:00,20240815,22,19.0,14.5,19.0
2024-08-16 00:00:00+02:00,20240815,23,19.2,12.9,19.2
2024-08-16 01:00:00+02:00,20240815,24,19.6,14.3,19.6
2024-08-16 02:00:00+02:00,20240816,1,19.9,15.8,19.9
2024-08-16 03:00:00+02:00,20240816,2,20.1,16.7,20.1
2024-08-16 04:00:00+02:00,20240816,3,19.7,17.2,19.7
2024-08-16 05:00:00+02:00,20240816,4,20.3,17.1,20.3
2024-08-16 06:00:00+02:00,20240816,5,19.5,17.6,19.5
2024-08-16 07:00:00+02:00,20240816,6,20.1,17.5,20.1
2024-08-16 08:00:00+02:00,20240816,7,19.7,18.3,19.7
2024-08-16 09:00:00+02:00,20240816,8,19.2,18.4,19.2
2024-08-16 10:00:00+02:00,20240816,9,19.6,19.1,19.6
2024-08-16 11:00:00+02:00,20240816,10,20.5,18.9,20.5
2024-08-16 12:00:00+02:00,20240816,11,20.2,18.8,20.2
2024-08-16 13:00:00+02:00,20240816,12,20.2,19.3,20.2
2024-08-16 14:00:00+02:00,20240816,13,20.6,19.5,20.6
2024-08-16 15:00:00+02:00,20240816,14,20.3,19.4,20.3
2024-08-16 16:00:00+02:00,20240816,15,19.8,18.9,19.8
2024-08-16 17:00:00+02:00,20240816,16,18.5,17.9,18.5
2024-08-16 18:00:00+02:00,20240816,17,18.8,18.0,18.8
2024-08-16 19:00:00+02:00,20240816,18,18.8,17.9,18.8
2024-08-16 20:00:00+02:00,20240816,19,18.3,17.8,18.3
2024-08-16 21:00:00+02:00,20240816,20,17.7,17.4,17.7
2024-08-16 22:00:00+02:00,20240816,21,17.0,16.5,17.0
2024-08-16 23:00:00+02:00,20240816,22,16.6,16.1,16.6
2024-08-17 00:00:00+02:00,20240816,23,16.7,16.1,16.7
2024-08-17 01:00:00+02:00,20240816,24,16.1,15.5,16.1
2024-08-17 02:00:00+02:00,20240817,1,16.2,15.2,16.2
2024-08-17 03:00:00+02:00,20240817,2,15.8,15.0,15.8
2024-08-17 04:00:00+02:00,20240817,3,14.5,14.3,14.5
2024-08-17 05:00:00+02:00,20240817,4,14.2,13.7,14.2
2024-08-17 06:00:00+02:00,20240817,5,14.2,13.7,14.2
2024-08-17 07:00:00+02:00,20240817,6,15.7,15.1,15.7
2024-08-17 08:00:00+02:00,20240817,7,18.2,14.2,18.2
2024-08-17 09:00:00+02:00,20240817,8,19.2,15.3,19.2
2024-08-17 10:00:00+02:00,20240817,9,19.8,12.5,19.8
2024-08-17 11:00:00+02:00,20240817,10,20.6,10.4,20.6
2024-08-17 12:00:00+02:00,20240817,11,21.3,10.8,21.3
2024-08-17 13:00:00+02:00,20240817,12,22.3,11.1,22.3
2024-08-17 14:00:00+02:00,20240817,13,22.8,11.2,22.8
2024-08-17 15:00:00+02:00,20240817,14,22.5,10.9,22.5
2024-08-17 16:00:00+02:00,20240817,15,23.0,10.9,23.0
2024-08-17 17:00:00+02:00,20240817,16,22.8,10.1,22.8
2024-08-17 18:00:00+02:00,20240817,17,22.1,11.2,22.1
2024-08-17 19:00:00+02:00,20240817,18,21.1,11.6,21.1
2024-08-17 20:00:00+02:00,20240817,19,17.8,14.4,17.8
2024-08-17 21:00:00+02:00,20240817,20,15.1,13.7,15.1
2024-08-17 22:00:00+02:00,20240817,21,14.7,13.7,14.7
2024-08-17 23:00:00+02:00,20240817,22,14.2,13.2,14.2
2024-08-18 00:00:00+02:00,20240817,23,13.6,13.0,13.6
2024-08-18 01:00:00+02:00,20240817,24,13.6,13.1,13.6
2024-08-18 02:00:00+02:00,20240818,1,13.6,13.0,13.6
2024-08-18 03:00:00+02:00,20240818,2,13.4,12.8,13.4
2024-08-18 04:00:00+02:00,20240818,3,13.3,12.8,13.3
2024-08-18 05:00:00+02:00,20240818,4,13.9,13.0,13.9
2024-08-18 06:00:00+02:00,20240818,5,14.3,13.0,14.3
2024-08-18 07:00:00+02:00,20240818,6,15.0,14.0,15.0
2024-08-18 08:00:00+02:00,20240818,7,16.7,14.6,16.7
2024-08-18 09:00:00+02:00,20240818,8,19.0,15.0,19.0
2024-08-18 10:00:00+02:00,20240818,9,20.4,15.6,20.4
2024-08-18 11:00:00+02:00,20240818,10,21.4,15.0,21.4
2024-08-18 12:00:00+02:00,20240818,11,21.7,13.3,21.7
2024-08-18 13:00:00+02:00,20240818,12,23.1,10.8,23.1
2024-08-18 14:00:00+02:00,20240818,13,22.3,12.3,22.3
2024-08-18 15:00:00+02:00,20240818,14,21.4,13.5,21.4
2024-08-18 16:00:00+02:00,20240818,15,21.7,13.4,21.7
2024-08-18 17:00:00+02:00,20240818,16,20.8,13.9,20.8
2024-08-18 18:00:00+02:00,20240818,17,20.4,12.9,20.4
2024-08-18 19:00:00+02:00,20240818,18,19.1,11.3,19.1
2024-08-18 20:00:00+02:00,20240818,19,17.3,11.2,17.3
2024-08-18 21:00:00+02:00,20240818,20,13.6,11.7,13.6
2024-08-18 22:00:00+02:00,20240818,21,12.2,11.5,12.2
2024-08-18 23:00:00+02:00,20240818,22,11.6,11.3,11.6
2024-08-19 00:00:00+02:00,20240818,23,11.1,10.6,11.1
2024-08-19 01:00:00+02:00,20240818,24,10.6,10.4,10.6
2024-08-19 02:00:00+02:00,20240819,1,10.1,9.8,10.1
2024-08-19 03:00:00+02:00,20240819,2,9.9,9.8,9.9
2024-08-19 04:00:00+02:00,20240819,3,9.3,9.0,9.3
2024-08-19 05:00:00+02:00,20240819,4,9.5,9.3,9.5
2024-08-19 06:00:00+02:00,20240819,5,10.6,10.3,10.6
2024-08-19 07:00:00+02:00,20240819,6,12.5,12.0,12.5
2024-08-19 08:00:00+02:00,20240819,7,15.9,12.6,15.9
2024-08-19 09:00:00+02:00,20240819,8,18.0,12.1,18.0
2024-08-19 10:00:00+02:00,20240819,9,19.7,11.4,19.7
2024-08-19 11:00:00+02:00,20240819,10,20.3,11.2,20.3
2024-08-19 12:00:00+02:00,20240819,11,21.2,11.7,21.2
2024-08-19 13:00:00+02:00,20240819,12,22.2,11.8,22.2
2024-08-19 14:00:00+02:00,20240819,13,22.1,10.9,22.1
2024-08-19 15:00:00+02:00,20240819,14,22.5,11.7,22.5
2024-08-19 16:00:00+02:00,20240819,15,22.7,12.2,22.7
2024-08-19 17:00:00+02:00,20240819,16,22.2,12.1,22.2
2024-08-19 18:00:00+02:00,20240819,17,21.8,12.2,21.8
2024-08-19 19:00:00+02:00,20240819,18,20.7,13.0,20.7
2024-08-19 20:00:00+02:00,20240819,19,19.0,13.0,19.0
2024-08-19 21:00:00+02:00,20240819,20,17.8,13.2,17.8
2024-08-19 22:00:00+02:00,20240819,21,16.6,13.3,16.6
2024-08-19 23:00:00+02:00,20240819,22,14.6,13.3,14.6
2024-08-20 00:00:00+02:00,20240819,23,14.5,13.2,14.5
2024-08-20 01:00:00+02:00,20240819,24,16.0,13.6,16.0
2024-08-20 02:00:00+02:00,20240820,1,15.8,13.4,15.8
2024-08-20 03:00:00+02:00,20240820,2,15.4,13.4,15.4
2024-08-20 04:00:00+02:00,20240820,3,15.4,13.0,15.4
2024-08-20 05:00:00+02:00,20240820,4,14.6,12.7,14.6
2024-08-20 06:00:00+02:00,20240820,5,14.8,12.7,14.8
2024-08-20 07:00:00+02:00,20240820,6,15.6,13.1,15.6
2024-08-20 08:00:00+02:00,20240820,7,17.6,14.0,17.6
2024-08-20 09:00:00+02:00,20240820,8,19.2,14.3,19.2
2024-08-20 10:00:00+02:00,20240820,9,21.0,14.7,21.0
2024-08-20 11:00:00+02:00,20240820,10,22.1,14.4,22.1
2024-08-20 12:00:00+02:00,20240820,11,23.4,14.8,23.4
2024-08-20 13:00:00+02:00,20240820,12,22.3,15.3,22.3
2024-08-20 14:00:00+02:00,20240820,13,23.0,14.4,23.0
2024-08-20 15:00:00+02:00,20240820,14,20.6,16.1,20.6
2024-08-20 16:00:00+02:00,20240820,15,19.1,16.9,19.1
2024-08-20 17:00:00+02:00,20240820,16,18.6,17.4,18.6
2024-08-20 18:00:00+02:00,20240820,17,18.5,17.7,18.5
2024-08-20 19:00:00+02:00,20240820,18,18.0,17.4,18.0
2024-08-20 20:00:00+02:00,20240820,19,17.7,17.2,17.7
2024-08-20 21:00:00+02:00,20240820,20,17.5,16.8,17.5
2024-08-20 22:00:00+02:00,20240820,21,17.3,16.7,17.3
2024-08-20 23:00:00+02:00,20240820,22,15.9,14.6,15.9
2024-08-21 00:00:00+02:00,20240820,23,15.1,13.4,15.1
2024-08-21 01:00:00+02:00,20240820,24,12.8,12.5,12.8
2024-08-21 02:00:00+02:00,20240821,1,12.8,12.3,12.8
2024-08-21 03:00:00+02:00,20240821,2,13.5,12.4,13.5
2024-08-21 04:00:00+02:00,20240821,3,13.2,11.8,13.2
2024-08-21 05:00:00+02:00,20240821,4,13.4,10.5,13.4
2024-08-21 06:00:00+02:00,20240821,5,12.8,10.5,12.8
2024-08-21 07:00:00+02:00,20240821,6,14.8,10.6,14.8
2024-08-21 08:00:00+02:00,20240821,7,16.1,11.3,16.1
2024-08-21 09:00:00+02:00,20240821,8,16.6,10.1,16.6
2024-08-21 10:00:00+02:00,20240821,9,16.9,9.2,16.9
2024-08-21 11:00:00+02:00,20240821,10,18.1,9.2,18.1
2024-08-21 12:00:00+02:00,20240821,11,17.7,8.5,17.7
2024-08-21 13:00:00+02:00,20240821,12,18.1,9.0,18.1
2024-08-21 14:00:00+02:00,20240821,13,19.3,8.4,19.3
2024-08-21 15:00:00+02:00,20240821,14,19.3,8.8,19.3
2024-08-21 16:00:00+02:00,20240821,15,18.2,8.6,18.2
2024-08-21 17:00:00+02:00,20240821,16,18.3,9.1,18.3
2024-08-21 18:00:00+02:00,20240821,17,18.4,9.2,18.4
2024-08-21 19:00:00+02:00,20240821,18,17.8,8.8,17.8
2024-08-21 20:00:00+02:00,20240821,19,16.8,9.6,16.8
2024-08-21 21:00:00+02:00,20240821,20,15.6,10.3,15.6
2024-08-21 22:00:00+02:00,20240821,21,14.9,10.4,14.9
2024-08-21 23:00:00+02:00,20240821,22,12.9,10.5,12.9
2024-08-22 00:00:00+02:00,20240821,23,14.6,10.5,14.6
2024-08-22 01:00:00+02:00,20240821,24,15.3,10.7,15.3
2024-08-22 02:00:00+02:00,20240822,1,14.9,10.9,14.9
2024-08-22 03:00:00+02:00,20240822,2,14.4,11.0,14.4
2024-08-22 04:00:00+02:00,20240822,3,14.7,11.3,14.7
2024-08-22 05:00:00+02:00,20240822,4,14.6,11.4,14.6
2024-08-22 06:00:00+02:00,20240822,5,14.7,11.2,14.7
2024-08-22 07:00:00+02:00,20240822,6,14.6,11.0,14.6
2024-08-22 08:00:00+02:00,20240822,7,16.1,11.4,16.1
2024-08-22 09:00:00+02:00,20240822,8,16.7,11.6,16.7
2024-08-22 10:00:00+02:00,20240822,9,19.4,12.1,19.4
2024-08-22 11:00:00+02:00,20240822,10,20.8,11.1,20.8
2024-08-22 12:00:00+02:00,20240822,11,20.6,12.2,20.6
2024-08-22 13:00:00+02:00,20240822,12,21.3,11.8,21.3
2024-08-22 14:00:00+02:00,20240822,13,21.9,11.4,21.9
2024-08-22 15:00:00+02:00,20240822,14,22.5,10.8,22.5
2024-08-22 16:00:00+02:00,20240822,15,22.1,10.5,22.1
2024-08-22 17:00:00+02:00,20240822,16,21.6,12.0,21.6
2024-08-22 18:00:00+02:00,20240822,17,21.6,11.9,21.6
2024-08-22 19:00:00+02:00,20240822,18,21.6,12.4,21.6
2024-08-22 20:00:00+02:00,20240822,19,21.2,11.7,21.2
2024-08-22 21:00:00+02:00,20240822,20,20.3,12.2,20.3
2024-08-22 22:00:00+02:00,20240822,21,19.8,12.0,19.8
2024-08-22 23:00:00+02:00,20240822,22,19.3,12.3,19.3
2024-08-23 00:00:00+02:00,20240822,23,18.9,13.2,18.9
2024-08-23 01:00:00+02:00,20240822,24,19.0,13.2,19.0
2024-08-23 02:00:00+02:00,20240823,1,19.3,12.7,19.3
2024-08-23 03:00:00+02:00,20240823,2,19.1,12.4,19.1
2024-08-23 04:00:00+02:00,20240823,3,18.7,12.3,18.7
2024-08-23 05:00:00+02:00,20240823,4,18.6,12.4,18.6
2024-08-23 06:00:00+02:00,20240823,5,18.6,12.8,18.6
2024-08-23 07:00:00+02:00,20240823,6,19.0,13.7,19.0
2024-08-23 08:00:00+02:00,20240823,7,19.4,14.5,19.4
2024-08-23 09:00:00+02:00,20240823,8,20.1,15.3,20.1
2024-08-23 10:00:00+02:00,20240823,9,20.9,16.1,20.9
2024-08-23 11:00:00+02:00,20240823,10,21.5,16.3,21.5
2024-08-23 12:00:00+02:00,20240823,11,20.4,16.7,20.4
2024-08-23 13:00:00+02:00,20240823,12,18.7,17.4,18.7
2024-08-23 14:00:00+02:00,20240823,13,22.3,16.7,22.3
2024-08-23 15:00:00+02:00,20240823,14,21.5,14.6,21.5
2024-08-23 16:00:00+02:00,20240823,15,22.0,14.3,22.0
2024-08-23 17:00:00+02:00,20240823,16,22.3,13.5,22.3
2024-08-23 18:00:00+02:00,20240823,17,21.3,13.4,21.3
2024-08-23 19:00:00+02:00,20240823,18,20.2,13.1,20.2
2024-08-23 20:00:00+02:00,20240823,19,17.5,14.2,17.5
2024-08-23 21:00:00+02:00,20240823,20,14.6,13.6,14.6
2024-08-23 22:00:00+02:00,20240823,21,14.1,13.3,14.1
2024-08-23 23:00:00+02:00,20240823,22,13.3,12.6,13.3
2024-08-24 00:00:00+02:00,20240823,23,13.1,12.3,13.1
2024-08-24 01:00:00+02:00,20240823,24,15.1,13.5,15.1
2024-08-24 02:00:00+02:00,20240824,1,16.2,14.4,16.2
2024-08-24 03:00:00+02:00,20240824,2,15.9,14.0,15.9
2024-08-24 04:00:00+02:00,20240824,3,15.8,13.8,15.8
2024-08-24 05:00:00+02:00,20240824,4,15.5,13.9,15.5
2024-08-24 06:00:00+02:00,20240824,5,15.8,14.3,15.8
2024-08-24 07:00:00+02:00,20240824,6,16.1,14.7,16.1
2024-08-24 08:00:00+02:00,20240824,7,17.9,16.9,17.9
2024-08-24 09:00:00+02:00,20240824,8,20.2,18.2,20.2
2024-08-24 10:00:00+02:00,20240824,9,22.6,18.6,22.6
2024-08-24 11:00:00+02:00,20240824,10,22.8,18.0,22.8
2024-08-24 12:00:00+02:00,20240824,11,24.1,18.3,24.1
2024-08-24 13:00:00+02:00,20240824,12,24.5,18.4,24.5
2024-08-24 14:00:00+02:00,20240824,13,24.8,18.0,24.8
2024-08-24 15:00:00+02:00,20240824,14,26.1,18.4,26.1
2024-08-24 16:00:00+02:00,20240824,15,26.6,18.9,26.6
2024-08-24 17:00:00+02:00,20240824,16,17.7,16.6,17.7
2024-08-24 18:00:00+02:00,20240824,17,16.9,15.5,16.9
2024-08-24 19:00:00+02:00,20240824,18,17.3,16.0,17.3
2024-08-24 20:00:00+02:00,20240824,19,17.2,15.6,17.2
2024-08-24 21:00:00+02:00,20240824,20,17.1,15.4,17.1
2024-08-24 22:00:00+02:00,20240824,21,16.6,15.8,16.6
2024-08-24 23:00:00+02:00,20240824,22,16.7,15.7,16.7
2024-08-25 00:00:00+02:00,20240824,23,15.9,14.7,15.9
2024-08-25 01:00:00+02:00,20240824,24,15.6,14.2,15.6
2024-08-25 02:00:00+02:00,20240825,1,14.8,13.4,14.8
2024-08-25 03:00:00+02:00,20240825,2,15.0,13.1,15.0
2024-08-25 04:00:00+02:00,20240825,3,13.6,9.1,13.6
2024-08-25 05:00:00+02:00,20240825,4,13.5,10.4,13.5
2024-08-25 06:00:00+02:00,20240825,5,13.3,10.9,13.3
2024-08-25 07:00:00+02:00,20240825,6,14.6,10.3,14.6
2024-08-25 08:00:00+02:00,20240825,7,16.1,10.4,16.1
2024-08-25 09:00:00+02:00,20240825,8,17.2,12.0,17.2
2024-08-25 10:00:00+02:00,20240825,9,18.5,11.6,18.5
2024-08-25 11:00:00+02:00,20240825,10,18.0,10.7,18.0
2024-08-25 12:00:00+02:00,20240825,11,18.1,10.3,18.1
2024-08-25 13:00:00+02:00,20240825,12,19.0,10.5,19.0
2024-08-25 14:00:00+02:00,20240825,13,19.1,10.8,19.1
2024-08-25 15:00:00+02:00,20240825,14,20.3,9.9,20.3
2024-08-25 16:00:00+02:00,20240825,15,17.9,11.3,17.9
2024-08-25 17:00:00+02:00,20240825,16,18.4,10.3,18.4
2024-08-25 18:00:00+02:00,20240825,17,18.2,10.8,18.2
2024-08-25 19:00:00+02:00,20240825,18,17.9,11.7,17.9
2024-08-25 20:00:00+02:00,20240825,19,16.4,12.0,16.4
2024-08-25 21:00:00+02:00,20240825,20,14.8,12.2,14.8
2024-08-25 22:00:00+02:00,20240825,21,15.7,12.1,15.7
2024-08-25 23:00:00+02:00,20240825,22,14.8,11.1,14.8
2024-08-26 00:00:00+02:00,20240825,23,14.6,10.6,14.6
2024-08-26 01:00:00+02:00,20240825,24,14.4,10.4,14.4
2024-08-26 02:00:00+02:00,20240826,1,14.2,10.2,14.2
2024-08-26 03:00:00+02:00,20240826,2,14.0,10.5,14.0
2024-08-26 04:00:00+02:00,20240826,3,14.1,10.6,14.1
2024-08-26 05:00:00+02:00,20240826,4,13.8,10.7,13.8
2024-08-26 06:00:00+02:00,20240826,5,13.7,10.9,13.7
2024-08-26 07:00:00+02:00,20240826,6,14.8,10.9,14.8
2024-08-26 08:00:00+02:00,20240826,7,15.4,11.5,15.4
2024-08-26 09:00:00+02:00,20240826,8,16.6,12.5,16.6
2024-08-26 10:00:00+02:00,20240826,9,17.4,13.1,17.4
2024-08-26 11:00:00+02:00,20240826,10,18.4,13.5,18.4
2024-08-26 12:00:00+02:00,20240826,11,20.5,14.3,20.5
2024-08-26 13:00:00+02:00,20240826,12,20.3,13.0,20.3
2024-08-26 14:00:00+02:00,20240826,13,20.5,12.9,20.5
2024-08-26 15:00:00+02:00,20240826,14,20.7,12.5,20.7
2024-08-26 16:00:00+02:00,20240826,15,20.9,13.0,20.9
2024-08-26 17:00:00+02:00,20240826,16,21.4,12.4,21.4
2024-08-26 18:00:00+02:00,20240826,17,20.5,12.1,20.5
2024-08-26 19:00:00+02:00,20240826,18,19.9,12.7,19.9
2024-08-26 20:00:00+02:00,20240826,19,16.4,14.0,16.4
2024-08-26 21:00:00+02:00,20240826,20,14.3,13.5,14.3
2024-08-26 22:00:00+02:00,20240826,21,13.3,12.8,13.3
2024-08-26 23:00:00+02:00,20240826,22,12.4,12.1,12.4
2024-08-27 00:00:00+02:00,20240826,23,11.9,11.5,11.9
2024-08-27 01:00:00+02:00,20240826,24,11.8,11.3,11.8
2024-08-27 02:00:00+02:00,20240827,1,11.3,10.9,11.3
2024-08-27 03:00:00+02:00,20240827,2,11.6,11.3,11.6
2024-08-27 04:00:00+02:00,20240827,3,10.5,10.2,10.5
2024-08-27 05:00:00+02:00,20240827,4,10.3,10.1,10.3
2024-08-27 06:00:00+02:00,20240827,5,10.6,10.4,10.6
2024-08-27 07:00:00+02:00,20240827,6,12.8,12.1,12.8
2024-08-27 08:00:00+02:00,20240827,7,15.8,13.1,15.8
2024-08-27 09:00:00+02:00,20240827,8,18.8,13.9,18.8
2024-08-27 10:00:00+02:00,20240827,9,20.8,14.2,20.8
2024-08-27 11:00:00+02:00,20240827,10,22.1,13.0,22.1
2024-08-27 12:00:00+02:00,20240827,11,21.9,12.8,21.9
2024-08-27 13:00:00+02:00,20240827,12,23.3,12.9,23.3
2024-08-27 14:00:00+02:00,20240827,13,24.0,12.5,24.0
2024-08-27 15:00:00+02:00,20240827,14,24.3,11.7,24.3
2024-08-27 16:00:00+02:00,20240827,15,24.3,11.4,24.3
2024-08-27 17:00:00+02:00,20240827,16,24.4,11.9,24.4
2024-08-27 18:00:00+02:00,20240827,17,23.8,11.7,23.8
2024-08-27 19:00:00+02:00,20240827,18,22.6,16.0,22.6
2024-08-27 20:00:00+02:00,20240827,19,16.9,15.0,16.9
2024-08-27 21:00:00+02:00,20240827,20,14.7,14.0,14.7
2024-08-27 22:00:00+02:00,20240827,21,13.6,13.0,13.6
2024-08-27 23:00:00+02:00,20240827,22,12.9,12.3,12.9
2024-08-28 00:00:00+02:00,20240827,23,12.4,12.1,12.4
2024-08-28 01:00:00+02:00,20240827,24,11.9,11.5,11.9
2024-08-28 02:00:00+02:00,20240828,1,11.3,11.0,11.3
2024-08-28 03:00:00+02:00,20240828,2,11.1,10.8,11.1
2024-08-28 04:00:00+02:00,20240828,3,10.5,10.2,10.5
2024-08-28 05:00:00+02:00,20240828,4,10.4,10.1,10.4
2024-08-28 06:00:00+02:00,20240828,5,10.0,9.7,10.0
2024-08-28 07:00:00+02:00,20240828,6,13.6,13.1,13.6
2024-08-28 08:00:00+02:00,20240828,7,18.0,14.5,18.0
2024-08-28 09:00:00+02:00,20240828,8,21.1,15.0,21.1
2024-08-28 10:00:00+02:00,20240828,9,23.6,16.2,23.6
2024-08-28 11:00:00+02:00,20240828,10,24.9,16.9,24.9
2024-08-28 12:00:00+02:00,20240828,11,26.4,16.4,26.4
2024-08-28 13:00:00+02:00,20240828,12,27.1,17.0,27.1
2024-08-28 14:00:00+02:00,20240828,13,27.7,17.8,27.7
2024-08-28 15:00:00+02:00,20240828,14,28.1,17.0,28.1
2024-08-28 16:00:00+02:00,20240828,15,28.7,17.1,28.7
2024-08-28 17:00:00+02:00,20240828,16,28.1,17.7,28.1
2024-08-28 18:00:00+02:00,20240828,17,27.6,17.3,27.6
2024-08-28 19:00:00+02:00,20240828,18,26.0,19.7,26.0
2024-08-28 20:00:00+02:00,20240828,19,20.8,19.1,20.8
2024-08-28 21:00:00+02:00,20240828,20,18.9,18.0,18.9
2024-08-28 22:00:00+02:00,20240828,21,18.4,18.0,18.4
2024-08-28 23:00:00+02:00,20240828,22,17.3,17.1,17.3
2024-08-29 00:00:00+02:00,20240828,23,17.3,17.0,17.3
2024-08-29 01:00:00+02:00,20240828,24,16.5,16.2,16.5
2024-08-29 02:00:00+02:00,20240829,1,16.1,15.9,16.1
2024-08-29 03:00:00+02:00,20240829,2,16.5,16.3,16.5
2024-08-29 04:00:00+02:00,20240829,3,15.2,14.9,15.2
2024-08-29 05:00:00+02:00,20240829,4,15.1,14.9,15.1
2024-08-29 06:00:00+02:00,20240829,5,14.7,14.6,14.7
2024-08-29 07:00:00+02:00,20240829,6,17.5,17.2,17.5
2024-08-29 08:00:00+02:00,20240829,7,21.1,17.9,21.1
2024-08-29 09:00:00+02:00,20240829,8,23.4,16.9,23.4
2024-08-29 10:00:00+02:00,20240829,9,24.5,16.0,24.5
2024-08-29 11:00:00+02:00,20240829,10,24.9,16.0,24.9
2024-08-29 12:00:00+02:00,20240829,11,25.5,17.4,25.5
2024-08-29 13:00:00+02:00,20240829,12,24.5,16.6,24.5
2024-08-29 14:00:00+02:00,20240829,13,24.1,15.9,24.1
2024-08-29 15:00:00+02:00,20240829,14,23.3,16.0,23.3
2024-08-29 16:00:00+02:00,20240829,15,22.1,16.3,22.1
2024-08-29 17:00:00+02:00,20240829,16,21.5,15.5,21.5
2024-08-29 18:00:00+02:00,20240829,17,20.6,15.7,20.6
2024-08-29 19:00:00+02:00,20240829,18,19.9,14.8,19.9
2024-08-29 20:00:00+02:00,20240829,19,18.5,14.5,18.5
2024-08-29 21:00:00+02:00,20240829,20,17.1,14.5,17.1
2024-08-29 22:00:00+02:00,20240829,21,14.9,13.9,14.9
2024-08-29 23:00:00+02:00,20240829,22,13.8,13.5,13.8
2024-08-30 00:00:00+02:00,20240829,23,14.7,14.1,14.7
2024-08-30 01:00:00+02:00,20240829,24,14.3,13.9,14.3
2024-08-30 02:00:00+02:00,20240830,1,14.4,14.2,14.4
2024-08-30 03:00:00+02:00,20240830,2,14.0,13.8,14.0
2024-08-30 04:00:00+02:00,20240830,3,13.8,13.4,13.8
2024-08-30 05:00:00+02:00,20240830,4,13.6,13.3,13.6
2024-08-30 06:00:00+02:00,20240830,5,13.2,13.0,13.2
2024-08-30 07:00:00+02:00,20240830,6,13.8,13.5,13.8
2024-08-30 08:00:00+02:00,20240830,7,15.4,14.7,15.4
2024-08-30 09:00:00+02:00,20240830,8,17.2,14.5,17.2
2024-08-30 10:00:00+02:00,20240830,9,18.7,14.8,18.7
2024-08-30 11:00:00+02:00,20240830,10,20.1,12.5,20.1
2024-08-30 12:00:00+02:00,20240830,11,21.1,13.1,21.1
2024-08-30 13:00:00+02:00,20240830,12,21.9,11.9,21.9
2024-08-30 14:00:00+02:00,20240830,13,21.9,11.1,21.9
2024-08-30 15:00:00+02:00,20240830,14,22.5,10.4,22.5
2024-08-30 16:00:00+02:00,20240830,15,22.1,9.0,22.1
2024-08-30 17:00:00+02:00,20240830,16,21.3,11.6,21.3
2024-08-30 18:00:00+02:00,20240830,17,20.5,11.4,20.5
2024-08-30 19:00:00+02:00,20240830,18,19.7,11.0,19.7
2024-08-30 20:00:00+02:00,20240830,19,18.3,12.6,18.3
2024-08-30 21:00:00+02:00,20240830,20,17.7,13.2,17.7
2024-08-30 22:00:00+02:00,20240830,21,17.2,11.5,17.2
2024-08-30 23:00:00+02:00,20240830,22,16.8,11.6,16.8
2024-08-31 00:00:00+02:00,20240830,23,16.4,12.4,16.4
2024-08-31 01:00:00+02:00,20240830,24,16.3,12.2,16.3
2024-08-31 02:00:00+02:00,20240831,1,16.2,12.2,16.2
2024-08-31 03:00:00+02:00,20240831,2,16.0,12.4,16.0
2024-08-31 04:00:00+02:00,20240831,3,15.6,12.6,15.6
2024-08-31 05:00:00+02:00,20240831,4,15.3,12.4,15.3
2024-08-31 06:00:00+02:00,20240831,5,15.1,12.4,15.1
2024-08-31 07:00:00+02:00,20240831,6,15.3,12.2,15.3
2024-08-31 08:00:00+02:00,20240831,7,15.5,12.3,15.5
2024-08-31 09:00:00+02:00,20240831,8,16.4,11.8,16.4
2024-08-31 10:00:00+02:00,20240831,9,18.2,12.2,18.2
2024-08-31 11:00:00+02:00,20240831,10,19.2,11.7,19.2
2024-08-31 12:00:00+02:00,20240831,11,20.5,11.5,20.5
2024-08-31 13:00:00+02:00,20240831,12,21.2,12.4,21.2
2024-08-31 14:00:00+02:00,20240831,13,22.2,13.3,22.2
2024-08-31 15:00:00+02:00,20240831,14,23.1,14.2,23.1
2024-08-31 16:00:00+02:00,20240831,15,22.3,14.5,22.3
2024-08-31 17:00:00+02:00,20240831,16,22.0,14.3,22.0
2024-08-31 18:00:00+02:00,20240831,17,21.6,14.7,21.6
2024-08-31 19:00:00+02:00,20240831,18,20.7,14.9,20.7
2024-08-31 20:00:00+02:00,20240831,19,19.4,14.7,19.4
2024-08-31 21:00:00+02:00,20240831,20,18.7,14.4,18.7
2024-08-31 22:00:00+02:00,20240831,21,17.8,14.0,17.8
2024-08-31 23:00:00+02:00,20240831,22,17.1,13.5,17.1
2024-09-01 00:00:00+02:00,20240831,23,16.6,13.0,16.6
2024-09-01 01:00:00+02:00,20240831,24,15.9,12.8,15.9
2024-09-01 02:00:00+02:00,20240901,1,16.4,12.8,16.4
2024-09-01 03:00:00+02:00,20240901,2,16.1,12.8,16.1
2024-09-01 04:00:00+02:00,20240901,3,15.6,12.8,15.6
